model,mode,video_id,title,topic,subtopic,query_source,pool_scope,candidate_pool_size,top5,top5_with_scores,gold_keywords,vlm_order,ndcg_at_5,weighted_precision_at_5
word2vec_glove,current,G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,title+summary,full_pool,116,"Second derivative test, Critical point, Local maximum, Local minimum, Concavity",1. Second derivative test (0.981); 2. Critical point (0.911); 3. Local maximum (0.909); 4. Local minimum (0.893); 5. Concavity (0.551),"Critical point, Local maximum, Local minimum, Second derivative test, Concavity, First derivative test, Higher-order derivatives, Optimization, Stationary point, Unconstrained optimization","Second derivative test, Local maximum, Local minimum, Critical point, Concavity",1.0,0.9333
word2vec_glove,current,8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,title+summary,full_pool,116,"Maximum, Minimum, Constrained optimization, Optimization, Lagrange multipliers",1. Maximum (0.811); 2. Minimum (0.806); 3. Constrained optimization (0.780); 4. Optimization (0.747); 5. Lagrange multipliers (0.707),"Constrained optimization, Lagrange multipliers, Optimization, Critical point, Feasible set, Maximum, Minimum, Optimal solution, Stationary point","Lagrange multipliers, Constrained optimization, Optimization, Minimum, Maximum",0.8987,0.8667
word2vec_glove,current,LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,title+summary,full_pool,116,"Second derivative test, Critical point, Local maximum, Local minimum, Saddle point",1. Second derivative test (0.906); 2. Critical point (0.903); 3. Local maximum (0.900); 4. Local minimum (0.887); 5. Saddle point (0.778),"Critical point, Hessian matrix, Local maximum, Local minimum, Saddle point, Second derivative test, Unconstrained optimization, Maximum, Minimum, Optimization, Stationary point","Local maximum, Local minimum, Second derivative test, Critical point, Saddle point",1.0,1.0
word2vec_glove,current,vwUV2IDLP8Q,Constrained Optimization,Optimization,Constrained Optimization,title+summary,full_pool,116,"Feasible set, Constrained optimization, Optimization, Maximum, Lagrange multipliers",1. Feasible set (0.855); 2. Constrained optimization (0.846); 3. Optimization (0.805); 4. Maximum (0.789); 5. Lagrange multipliers (0.647),"Constrained optimization, Lagrange multipliers, Maximum, Optimization, Critical point, Feasible set, Maximizer, Optimal solution, Stationary point, Tangent line","Constrained optimization, Optimization, Lagrange multipliers, Feasible set, Maximum",0.9275,0.9333
word2vec_glove,current,kv8pMEALdWo,Introduction to Kuhn-Tucker Conditions,Optimization,Constrained Optimization,title+summary,full_pool,116,"KKT conditions, Optimal solution, Constrained optimization, Optimization, Lagrange multipliers",1. KKT conditions (0.903); 2. Optimal solution (0.856); 3. Constrained optimization (0.790); 4. Optimization (0.757); 5. Lagrange multipliers (0.600),"Constrained optimization, KKT conditions, Optimal solution, Optimization, Feasible set, Global optimum, Lagrange multipliers, Maximizer, Maximum, Minimizer, Minimum","Constrained optimization, Optimization, KKT conditions, Optimal solution, Lagrange multipliers",1.0,0.9333
word2vec_glove,current,QqAPCIIdx-E,Derivative using Chain and Product Rules,Differentiation,Derivative Rules,title+summary,full_pool,116,"Product rule, Chain rule, Power rule, Trigonometric rules, Trigonometric functions",1. Product rule (0.923); 2. Chain rule (0.894); 3. Power rule (0.879); 4. Trigonometric rules (0.741); 5. Trigonometric functions (0.705),"Chain rule, Derivative definition, Power rule, Product rule, Differentiability, Instantaneous rate of change, Leibniz notation, Slope, Sum/Difference rule","Chain rule, Product rule, Power rule, Trigonometric rules, Trigonometric functions",0.7558,0.6
word2vec_glove,current,QhB481jPAa4,Differentiation of y = cos(ax),Differentiation,Derivative Rules,title+summary,full_pool,116,"Product rule, Chain rule, Power rule, Trigonometric rules, Trigonometric functions",1. Product rule (0.921); 2. Chain rule (0.902); 3. Power rule (0.867); 4. Trigonometric rules (0.779); 5. Trigonometric functions (0.734),"Chain rule, Product rule, Trigonometric functions, Trigonometric rules, Constant rule, Leibniz notation, Power rule","Chain rule, Trigonometric rules, Product rule, Trigonometric functions, Power rule",0.9866,0.9333
word2vec_glove,current,JTDa2uZS2gI,Calculating Partial Derivatives,Differentiation,Partial Derivatives,title+summary,full_pool,116,"Derivative definition, Constant rule, Chain rule, Power rule, Trigonometric rules",1. Derivative definition (0.941); 2. Constant rule (0.918); 3. Chain rule (0.896); 4. Power rule (0.868); 5. Trigonometric rules (0.853),"Constant rule, Derivative definition, Power rule, Product rule, Quotient rule, Sum/Difference rule, Chain rule, Differentiability, Higher-order derivatives, Instantaneous rate of change, Leibniz notation, Slope","Chain rule, Constant rule, Derivative definition, Trigonometric rules, Power rule",0.8123,0.7333
word2vec_glove,current,TDHI-aieyfk,Derivatives of Common Functions,Differentiation,Derivatives,title+summary,full_pool,116,"Exponential rule, Trigonometric rules, Logarithmic rule, Tangent line, Slope",1. Exponential rule (0.914); 2. Trigonometric rules (0.884); 3. Logarithmic rule (0.852); 4. Tangent line (0.836); 5. Slope (0.717),"Exponential rule, Logarithmic rule, Trigonometric functions, Trigonometric rules, Differentiability, Instantaneous rate of change, Leibniz notation, Slope, Tangent line","Trigonometric rules, Exponential rule, Logarithmic rule, Tangent line, Slope",0.9491,0.8667
word2vec_glove,current,uKfcS7-O6UE,Quotient Rule for Differentiation,Differentiation,Derivatives,title+summary,full_pool,116,"Constant rule, Power rule, Sum/Difference rule, Quotient rule, Leibniz notation",1. Constant rule (0.907); 2. Power rule (0.897); 3. Sum/Difference rule (0.896); 4. Quotient rule (0.862); 5. Leibniz notation (0.676),"Derivative definition, Differentiability, Quotient rule, Chain rule, Instantaneous rate of change, Power rule, Product rule, Slope, Sum/Difference rule","Quotient rule, Constant rule, Power rule, Sum/Difference rule, Leibniz notation",0.4909,0.5333
word2vec_glove,scene_only,KTNcYYHuBTY,Powers of the Imaginary Unit i,Complex Numbers,Complex Powers and Roots,title_only,full_pool,116,"Powers of i, Powers of complex numbers, Imaginary part, Operations with complex numbers, Nth root",1. Powers of i (1.000); 2. Powers of complex numbers (0.944); 3. Imaginary part (0.924); 4. Operations with complex numbers (0.872); 5. Nth root (0.675),"Powers of i, Roots of unity, Complex plane, Complex plane rotation, Imaginary part, Modulus of a complex number, Operations with complex numbers, Powers of complex numbers, Real part, Rectangular form (Standard form)","Powers of i, Powers of complex numbers, Imaginary part, Operations with complex numbers, Nth root",0.8134,0.6
word2vec_glove,scene_only,BZxZ_eEuJBM,Complex Conjugates,Complex Numbers,Complex Arithmetic,title_only,full_pool,116,"Operations with complex numbers, Conjugate number, Imaginary part, Real part, Argand diagram",1. Operations with complex numbers (0.813); 2. Conjugate number (0.809); 3. Imaginary part (0.653); 4. Real part (0.631); 5. Argand diagram (0.625),"Conjugate number, Imaginary part, Operations with complex numbers, Real part, Rectangular form (Standard form), Algebraic form, Argand diagram, Complex plane, Equations involving complex numbers","Operations with complex numbers, Imaginary part, Conjugate number, Real part, Argand diagram",0.9563,0.9333
word2vec_glove,scene_only,kpywdu1afas,Introduction to Complex Numbers,Complex Numbers,Complex Plane and Loci,title_only,full_pool,116,"Operations with complex numbers, Complex plane, Real part, Powers of i, Imaginary part",1. Operations with complex numbers (0.991); 2. Complex plane (0.888); 3. Real part (0.848); 4. Powers of i (0.839); 5. Imaginary part (0.839),"Algebraic form, Argand diagram, Complex plane, Imaginary part, Real part, Rectangular form (Standard form), Conjugate number, Modulus of a complex number, Nth root, Powers of i","Imaginary part, Operations with complex numbers, Complex plane, Powers of i, Real part",0.7252,0.8
word2vec_glove,scene_only,KeYfQ8Em9BU,Regions in the complex plane,Complex Numbers,Complex Plane and Loci,title_only,full_pool,116,"Regions in the complex plane, Complex plane, Real part, Imaginary part, Rectangular form (Standard form)",1. Regions in the complex plane (1.000); 2. Complex plane (0.907); 3. Real part (0.821); 4. Imaginary part (0.787); 5. Rectangular form (Standard form) (0.762),"Argand diagram, Complex plane, Imaginary part, Real part, Regions in the complex plane, Algebraic form, Equations involving complex numbers, Modulus of a complex number, Rectangular form (Standard form)","Regions in the complex plane, Complex plane, Imaginary part, Real part, Rectangular form (Standard form)",0.9563,0.9333
word2vec_glove,scene_only,AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,title_only,full_pool,116,"Equations involving complex numbers, Modulus of a complex number, Regions in the complex plane, Algebraic form, Argand diagram",1. Equations involving complex numbers (0.950); 2. Modulus of a complex number (0.950); 3. Regions in the complex plane (0.941); 4. Algebraic form (0.806); 5. Argand diagram (0.648),"Argand diagram, Complex plane, Equations involving complex numbers, Modulus of a complex number, Regions in the complex plane, Algebraic form, Imaginary part, Operations with complex numbers, Real part, Rectangular form (Standard form)","Equations involving complex numbers, Regions in the complex plane, Modulus of a complex number, Argand diagram, Algebraic form",0.9513,0.9333
word2vec_glove,scene_only,G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,title_only,full_pool,116,"Second derivative test, Local maximum, Critical point, Local minimum, Concavity",1. Second derivative test (1.000); 2. Local maximum (0.795); 3. Critical point (0.791); 4. Local minimum (0.775); 5. Concavity (0.524),"Critical point, Local maximum, Local minimum, Second derivative test, Concavity, First derivative test, Higher-order derivatives, Optimization, Stationary point, Unconstrained optimization","Second derivative test, Local maximum, Local minimum, Critical point, Concavity",1.0,0.9333
word2vec_glove,scene_only,8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,title_only,full_pool,116,"Lagrange multipliers, Optimization, Constrained optimization, Maximum, Minimum",1. Lagrange multipliers (1.000); 2. Optimization (0.710); 3. Constrained optimization (0.706); 4. Maximum (0.605); 5. Minimum (0.593),"Constrained optimization, Lagrange multipliers, Optimization, Critical point, Feasible set, Maximum, Minimum, Optimal solution, Stationary point","Lagrange multipliers, Constrained optimization, Optimization, Minimum, Maximum",1.0,0.8667
word2vec_glove,scene_only,LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,title_only,full_pool,116,"Local maximum, Local minimum, Second derivative test, Critical point, Saddle point",1. Local maximum (0.953); 2. Local minimum (0.939); 3. Second derivative test (0.840); 4. Critical point (0.814); 5. Saddle point (0.659),"Critical point, Hessian matrix, Local maximum, Local minimum, Saddle point, Second derivative test, Unconstrained optimization, Maximum, Minimum, Optimization, Stationary point","Local maximum, Local minimum, Second derivative test, Critical point, Saddle point",1.0,1.0
word2vec_glove,scene_only,vwUV2IDLP8Q,Constrained Optimization,Optimization,Constrained Optimization,title_only,full_pool,116,"Constrained optimization, Optimization, Lagrange multipliers, Feasible set, Maximum",1. Constrained optimization (1.000); 2. Optimization (0.940); 3. Lagrange multipliers (0.662); 4. Feasible set (0.651); 5. Maximum (0.604),"Constrained optimization, Lagrange multipliers, Maximum, Optimization, Critical point, Feasible set, Maximizer, Optimal solution, Stationary point, Tangent line","Constrained optimization, Optimization, Lagrange multipliers, Feasible set, Maximum",0.9948,0.9333
word2vec_glove,scene_only,kv8pMEALdWo,Introduction to Kuhn-Tucker Conditions,Optimization,Constrained Optimization,title_only,full_pool,116,"KKT conditions, Optimal solution, Constrained optimization, Optimization, Lagrange multipliers",1. KKT conditions (0.983); 2. Optimal solution (0.794); 3. Constrained optimization (0.742); 4. Optimization (0.718); 5. Lagrange multipliers (0.604),"Constrained optimization, KKT conditions, Optimal solution, Optimization, Feasible set, Global optimum, Lagrange multipliers, Maximizer, Maximum, Minimizer, Minimum","Constrained optimization, Optimization, KKT conditions, Optimal solution, Lagrange multipliers",1.0,0.9333
word2vec_glove,scene_only,QqAPCIIdx-E,Derivative using Chain and Product Rules,Differentiation,Derivative Rules,title_only,full_pool,116,"Product rule, Chain rule, Power rule, Trigonometric rules, Trigonometric functions",1. Product rule (0.991); 2. Chain rule (0.947); 3. Power rule (0.834); 4. Trigonometric rules (0.804); 5. Trigonometric functions (0.728),"Chain rule, Derivative definition, Power rule, Product rule, Differentiability, Instantaneous rate of change, Leibniz notation, Slope, Sum/Difference rule","Chain rule, Product rule, Power rule, Trigonometric rules, Trigonometric functions",0.7558,0.6
word2vec_glove,scene_only,QhB481jPAa4,Differentiation of y = cos(ax),Differentiation,Derivative Rules,title_only,full_pool,116,"Trigonometric functions, Product rule, Trigonometric rules, Chain rule, Power rule",1. Trigonometric functions (0.891); 2. Product rule (0.840); 3. Trigonometric rules (0.797); 4. Chain rule (0.792); 5. Power rule (0.706),"Chain rule, Product rule, Trigonometric functions, Trigonometric rules, Constant rule, Leibniz notation, Power rule","Chain rule, Trigonometric rules, Product rule, Trigonometric functions, Power rule",1.0,0.9333
word2vec_glove,scene_only,JTDa2uZS2gI,Calculating Partial Derivatives,Differentiation,Partial Derivatives,title_only,full_pool,116,"Derivative definition, Trigonometric rules, Constant rule, Chain rule, Power rule",1. Derivative definition (0.929); 2. Trigonometric rules (0.782); 3. Constant rule (0.735); 4. Chain rule (0.704); 5. Power rule (0.693),"Constant rule, Derivative definition, Power rule, Product rule, Quotient rule, Sum/Difference rule, Chain rule, Differentiability, Higher-order derivatives, Instantaneous rate of change, Leibniz notation, Slope","Chain rule, Constant rule, Derivative definition, Trigonometric rules, Power rule",0.7373,0.7333
word2vec_glove,scene_only,TDHI-aieyfk,Derivatives of Common Functions,Differentiation,Derivatives,title_only,full_pool,116,"Trigonometric rules, Exponential rule, Logarithmic rule, Tangent line, Slope",1. Trigonometric rules (0.816); 2. Exponential rule (0.812); 3. Logarithmic rule (0.765); 4. Tangent line (0.734); 5. Slope (0.663),"Exponential rule, Logarithmic rule, Trigonometric functions, Trigonometric rules, Differentiability, Instantaneous rate of change, Leibniz notation, Slope, Tangent line","Trigonometric rules, Exponential rule, Logarithmic rule, Tangent line, Slope",0.9491,0.8667
word2vec_glove,scene_only,uKfcS7-O6UE,Quotient Rule for Differentiation,Differentiation,Derivatives,title_only,full_pool,116,"Quotient rule, Constant rule, Sum/Difference rule, Power rule, Leibniz notation",1. Quotient rule (1.000); 2. Constant rule (0.862); 3. Sum/Difference rule (0.850); 4. Power rule (0.811); 5. Leibniz notation (0.679),"Derivative definition, Differentiability, Quotient rule, Chain rule, Instantaneous rate of change, Power rule, Product rule, Slope, Sum/Difference rule","Quotient rule, Constant rule, Power rule, Sum/Difference rule, Leibniz notation",0.6538,0.5333
word2vec_glove,summary_late_fusion,KTNcYYHuBTY,Powers of the Imaginary Unit i,Complex Numbers,Complex Powers and Roots,title+summary_late_fusion,full_pool,116,"Powers of i, Powers of complex numbers, Imaginary part, Operations with complex numbers, Nth root",1. Powers of i (1.000); 2. Powers of complex numbers (0.948); 3. Imaginary part (0.913); 4. Operations with complex numbers (0.883); 5. Nth root (0.684),"Powers of i, Roots of unity, Complex plane, Complex plane rotation, Imaginary part, Modulus of a complex number, Operations with complex numbers, Powers of complex numbers, Real part, Rectangular form (Standard form)","Powers of i, Powers of complex numbers, Imaginary part, Operations with complex numbers, Nth root",0.8134,0.6
word2vec_glove,summary_late_fusion,BZxZ_eEuJBM,Complex Conjugates,Complex Numbers,Complex Arithmetic,title+summary_late_fusion,full_pool,116,"Operations with complex numbers, Conjugate number, Imaginary part, Real part, Argand diagram",1. Operations with complex numbers (0.881); 2. Conjugate number (0.826); 3. Imaginary part (0.707); 4. Real part (0.706); 5. Argand diagram (0.603),"Conjugate number, Imaginary part, Operations with complex numbers, Real part, Rectangular form (Standard form), Algebraic form, Argand diagram, Complex plane, Equations involving complex numbers","Operations with complex numbers, Imaginary part, Conjugate number, Real part, Argand diagram",0.9563,0.9333
word2vec_glove,summary_late_fusion,kpywdu1afas,Introduction to Complex Numbers,Complex Numbers,Complex Plane and Loci,title+summary_late_fusion,full_pool,116,"Operations with complex numbers, Complex plane, Real part, Powers of i, Imaginary part",1. Operations with complex numbers (0.991); 2. Complex plane (0.890); 3. Real part (0.876); 4. Powers of i (0.867); 5. Imaginary part (0.863),"Algebraic form, Argand diagram, Complex plane, Imaginary part, Real part, Rectangular form (Standard form), Conjugate number, Modulus of a complex number, Nth root, Powers of i","Imaginary part, Operations with complex numbers, Complex plane, Powers of i, Real part",0.7252,0.8
word2vec_glove,summary_late_fusion,KeYfQ8Em9BU,Regions in the complex plane,Complex Numbers,Complex Plane and Loci,title+summary_late_fusion,full_pool,116,"Regions in the complex plane, Complex plane, Real part, Imaginary part, Rectangular form (Standard form)",1. Regions in the complex plane (1.000); 2. Complex plane (0.903); 3. Real part (0.848); 4. Imaginary part (0.809); 5. Rectangular form (Standard form) (0.782),"Argand diagram, Complex plane, Imaginary part, Real part, Regions in the complex plane, Algebraic form, Equations involving complex numbers, Modulus of a complex number, Rectangular form (Standard form)","Regions in the complex plane, Complex plane, Imaginary part, Real part, Rectangular form (Standard form)",0.9563,0.9333
word2vec_glove,summary_late_fusion,AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,title+summary_late_fusion,full_pool,116,"Modulus of a complex number, Equations involving complex numbers, Regions in the complex plane, Algebraic form, Argand diagram",1. Modulus of a complex number (0.962); 2. Equations involving complex numbers (0.955); 3. Regions in the complex plane (0.954); 4. Algebraic form (0.820); 5. Argand diagram (0.654),"Argand diagram, Complex plane, Equations involving complex numbers, Modulus of a complex number, Regions in the complex plane, Algebraic form, Imaginary part, Operations with complex numbers, Real part, Rectangular form (Standard form)","Equations involving complex numbers, Regions in the complex plane, Modulus of a complex number, Argand diagram, Algebraic form",0.9513,0.9333
word2vec_glove,summary_late_fusion,G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,title+summary_late_fusion,full_pool,116,"Second derivative test, Local maximum, Critical point, Local minimum, Concavity",1. Second derivative test (1.000); 2. Local maximum (0.830); 3. Critical point (0.828); 4. Local minimum (0.811); 5. Concavity (0.532),"Critical point, Local maximum, Local minimum, Second derivative test, Concavity, First derivative test, Higher-order derivatives, Optimization, Stationary point, Unconstrained optimization","Second derivative test, Local maximum, Local minimum, Critical point, Concavity",1.0,0.9333
word2vec_glove,summary_late_fusion,8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,title+summary_late_fusion,full_pool,116,"Lagrange multipliers, Constrained optimization, Optimization, Maximum, Minimum",1. Lagrange multipliers (1.000); 2. Constrained optimization (0.717); 3. Optimization (0.713); 4. Maximum (0.631); 5. Minimum (0.612),"Constrained optimization, Lagrange multipliers, Optimization, Critical point, Feasible set, Maximum, Minimum, Optimal solution, Stationary point","Lagrange multipliers, Constrained optimization, Optimization, Minimum, Maximum",1.0,0.8667
word2vec_glove,summary_late_fusion,LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,title+summary_late_fusion,full_pool,116,"Local maximum, Local minimum, Second derivative test, Critical point, Saddle point",1. Local maximum (0.952); 2. Local minimum (0.938); 3. Second derivative test (0.869); 4. Critical point (0.850); 5. Saddle point (0.698),"Critical point, Hessian matrix, Local maximum, Local minimum, Saddle point, Second derivative test, Unconstrained optimization, Maximum, Minimum, Optimization, Stationary point","Local maximum, Local minimum, Second derivative test, Critical point, Saddle point",1.0,1.0
word2vec_glove,summary_late_fusion,vwUV2IDLP8Q,Constrained Optimization,Optimization,Constrained Optimization,title+summary_late_fusion,full_pool,116,"Constrained optimization, Optimization, Feasible set, Lagrange multipliers, Maximum",1. Constrained optimization (1.000); 2. Optimization (0.935); 3. Feasible set (0.695); 4. Lagrange multipliers (0.638); 5. Maximum (0.634),"Constrained optimization, Lagrange multipliers, Maximum, Optimization, Critical point, Feasible set, Maximizer, Optimal solution, Stationary point, Tangent line","Constrained optimization, Optimization, Lagrange multipliers, Feasible set, Maximum",0.9866,0.9333
word2vec_glove,summary_late_fusion,kv8pMEALdWo,Introduction to Kuhn-Tucker Conditions,Optimization,Constrained Optimization,title+summary_late_fusion,full_pool,116,"KKT conditions, Optimal solution, Constrained optimization, Optimization, Lagrange multipliers",1. KKT conditions (0.983); 2. Optimal solution (0.824); 3. Constrained optimization (0.764); 4. Optimization (0.736); 5. Lagrange multipliers (0.603),"Constrained optimization, KKT conditions, Optimal solution, Optimization, Feasible set, Global optimum, Lagrange multipliers, Maximizer, Maximum, Minimizer, Minimum","Constrained optimization, Optimization, KKT conditions, Optimal solution, Lagrange multipliers",1.0,0.9333
word2vec_glove,summary_late_fusion,QqAPCIIdx-E,Derivative using Chain and Product Rules,Differentiation,Derivative Rules,title+summary_late_fusion,full_pool,116,"Product rule, Chain rule, Power rule, Trigonometric rules, Trigonometric functions",1. Product rule (0.991); 2. Chain rule (0.948); 3. Power rule (0.859); 4. Trigonometric rules (0.796); 5. Trigonometric functions (0.729),"Chain rule, Derivative definition, Power rule, Product rule, Differentiability, Instantaneous rate of change, Leibniz notation, Slope, Sum/Difference rule","Chain rule, Product rule, Power rule, Trigonometric rules, Trigonometric functions",0.7558,0.6
word2vec_glove,summary_late_fusion,QhB481jPAa4,Differentiation of y = cos(ax),Differentiation,Derivative Rules,title+summary_late_fusion,full_pool,116,"Product rule, Trigonometric functions, Chain rule, Trigonometric rules, Power rule",1. Product rule (0.865); 2. Trigonometric functions (0.854); 3. Chain rule (0.824); 4. Trigonometric rules (0.796); 5. Power rule (0.751),"Chain rule, Product rule, Trigonometric functions, Trigonometric rules, Constant rule, Leibniz notation, Power rule","Chain rule, Trigonometric rules, Product rule, Trigonometric functions, Power rule",1.0,0.9333
word2vec_glove,summary_late_fusion,JTDa2uZS2gI,Calculating Partial Derivatives,Differentiation,Partial Derivatives,title+summary_late_fusion,full_pool,116,"Derivative definition, Trigonometric rules, Constant rule, Chain rule, Power rule",1. Derivative definition (0.932); 2. Trigonometric rules (0.798); 3. Constant rule (0.781); 4. Chain rule (0.751); 5. Power rule (0.736),"Constant rule, Derivative definition, Power rule, Product rule, Quotient rule, Sum/Difference rule, Chain rule, Differentiability, Higher-order derivatives, Instantaneous rate of change, Leibniz notation, Slope","Chain rule, Constant rule, Derivative definition, Trigonometric rules, Power rule",0.7373,0.7333
word2vec_glove,summary_late_fusion,TDHI-aieyfk,Derivatives of Common Functions,Differentiation,Derivatives,title+summary_late_fusion,full_pool,116,"Exponential rule, Trigonometric rules, Logarithmic rule, Tangent line, Slope",1. Exponential rule (0.850); 2. Trigonometric rules (0.843); 3. Logarithmic rule (0.796); 4. Tangent line (0.769); 5. Slope (0.681),"Exponential rule, Logarithmic rule, Trigonometric functions, Trigonometric rules, Differentiability, Instantaneous rate of change, Leibniz notation, Slope, Tangent line","Trigonometric rules, Exponential rule, Logarithmic rule, Tangent line, Slope",0.9491,0.8667
word2vec_glove,summary_late_fusion,uKfcS7-O6UE,Quotient Rule for Differentiation,Differentiation,Derivatives,title+summary_late_fusion,full_pool,116,"Quotient rule, Constant rule, Sum/Difference rule, Power rule, Leibniz notation",1. Quotient rule (1.000); 2. Constant rule (0.904); 3. Sum/Difference rule (0.893); 4. Power rule (0.862); 5. Leibniz notation (0.693),"Derivative definition, Differentiability, Quotient rule, Chain rule, Instantaneous rate of change, Power rule, Product rule, Slope, Sum/Difference rule","Quotient rule, Constant rule, Power rule, Sum/Difference rule, Leibniz notation",0.6538,0.5333
word2vec_glove,summary_shortlist,KTNcYYHuBTY,Powers of the Imaginary Unit i,Complex Numbers,Complex Powers and Roots,title+summary_in_summary_shortlist,summary_shortlist:43,43,"Powers of i, Powers of complex numbers, Operations with complex numbers, Imaginary part, Nth root",1. Powers of i (1.000); 2. Powers of complex numbers (0.948); 3. Operations with complex numbers (0.896); 4. Imaginary part (0.866); 5. Nth root (0.648),"Powers of i, Roots of unity, Complex plane, Complex plane rotation, Imaginary part, Modulus of a complex number, Operations with complex numbers, Powers of complex numbers, Real part, Rectangular form (Standard form)","Powers of i, Powers of complex numbers, Imaginary part, Operations with complex numbers, Nth root",0.8134,0.6
word2vec_glove,summary_shortlist,BZxZ_eEuJBM,Complex Conjugates,Complex Numbers,Complex Arithmetic,title+summary_in_summary_shortlist,summary_shortlist:40,40,"Operations with complex numbers, Real part, Imaginary part, Conjugate number, Argand diagram",1. Operations with complex numbers (0.976); 2. Real part (0.921); 3. Imaginary part (0.854); 4. Conjugate number (0.753); 5. Argand diagram (0.516),"Conjugate number, Imaginary part, Operations with complex numbers, Real part, Rectangular form (Standard form), Algebraic form, Argand diagram, Complex plane, Equations involving complex numbers","Operations with complex numbers, Imaginary part, Conjugate number, Real part, Argand diagram",0.9563,0.9333
word2vec_glove,summary_shortlist,kpywdu1afas,Introduction to Complex Numbers,Complex Numbers,Complex Plane and Loci,title+summary_in_summary_shortlist,summary_shortlist:40,40,"Operations with complex numbers, Real part, Powers of i, Imaginary part, Complex plane",1. Operations with complex numbers (0.971); 2. Real part (0.932); 3. Powers of i (0.921); 4. Imaginary part (0.896); 5. Complex plane (0.859),"Algebraic form, Argand diagram, Complex plane, Imaginary part, Real part, Rectangular form (Standard form), Conjugate number, Modulus of a complex number, Nth root, Powers of i","Imaginary part, Operations with complex numbers, Complex plane, Powers of i, Real part",0.7174,0.8
word2vec_glove,summary_shortlist,KeYfQ8Em9BU,Regions in the complex plane,Complex Numbers,Complex Plane and Loci,title+summary_in_summary_shortlist,summary_shortlist:41,41,"Regions in the complex plane, Real part, Complex plane, Imaginary part, Rectangular form (Standard form)",1. Regions in the complex plane (1.000); 2. Real part (0.895); 3. Complex plane (0.871); 4. Imaginary part (0.828); 5. Rectangular form (Standard form) (0.793),"Argand diagram, Complex plane, Imaginary part, Real part, Regions in the complex plane, Algebraic form, Equations involving complex numbers, Modulus of a complex number, Rectangular form (Standard form)","Regions in the complex plane, Complex plane, Imaginary part, Real part, Rectangular form (Standard form)",0.9563,0.9333
word2vec_glove,summary_shortlist,AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,title+summary_in_summary_shortlist,summary_shortlist:42,42,"Modulus of a complex number, Regions in the complex plane, Equations involving complex numbers, Algebraic form, Argand diagram",1. Modulus of a complex number (0.942); 2. Regions in the complex plane (0.932); 3. Equations involving complex numbers (0.901); 4. Algebraic form (0.773); 5. Argand diagram (0.524),"Argand diagram, Complex plane, Equations involving complex numbers, Modulus of a complex number, Regions in the complex plane, Algebraic form, Imaginary part, Operations with complex numbers, Real part, Rectangular form (Standard form)","Equations involving complex numbers, Regions in the complex plane, Modulus of a complex number, Argand diagram, Algebraic form",0.9513,0.9333
word2vec_glove,summary_shortlist,G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,title+summary_in_summary_shortlist,summary_shortlist:59,59,"Second derivative test, Critical point, Local maximum, Local minimum, Concavity",1. Second derivative test (0.981); 2. Critical point (0.911); 3. Local maximum (0.909); 4. Local minimum (0.893); 5. Concavity (0.551),"Critical point, Local maximum, Local minimum, Second derivative test, Concavity, First derivative test, Higher-order derivatives, Optimization, Stationary point, Unconstrained optimization","Second derivative test, Local maximum, Local minimum, Critical point, Concavity",1.0,0.9333
word2vec_glove,summary_shortlist,8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,title+summary_in_summary_shortlist,summary_shortlist:55,55,"Maximum, Minimum, Constrained optimization, Optimization, Lagrange multipliers",1. Maximum (0.811); 2. Minimum (0.806); 3. Constrained optimization (0.780); 4. Optimization (0.747); 5. Lagrange multipliers (0.707),"Constrained optimization, Lagrange multipliers, Optimization, Critical point, Feasible set, Maximum, Minimum, Optimal solution, Stationary point","Lagrange multipliers, Constrained optimization, Optimization, Minimum, Maximum",0.8987,0.8667
word2vec_glove,summary_shortlist,LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,title+summary_in_summary_shortlist,summary_shortlist:60,60,"Second derivative test, Critical point, Local maximum, Local minimum, Saddle point",1. Second derivative test (0.906); 2. Critical point (0.903); 3. Local maximum (0.900); 4. Local minimum (0.887); 5. Saddle point (0.778),"Critical point, Hessian matrix, Local maximum, Local minimum, Saddle point, Second derivative test, Unconstrained optimization, Maximum, Minimum, Optimization, Stationary point","Local maximum, Local minimum, Second derivative test, Critical point, Saddle point",1.0,1.0
